row,age,username,gender,city,state,zip,lat,lng,freq,services,hulu,youtube,Apple TV+,FX,netflix,fuboTV,amazon,PlutoTV,Discovery+,Starz,Showtime,Philo,Crackle,CBS All Access,IMDb TV,Disney+,HBO MAX,NBC,Rent or Buy,FOX,Peacock,Tubi
3974,32,antoinette_gray,Female,Crystal Spring,PA,15536,39.92,-78.2258,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3975,75,ava_legg,Female,Lake City,CO,81235,37.9868,-107.302,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3976,31,brenton_joyce,Male,Dover,KY,41034,38.691,-83.8718,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3977,59,francesca_cooke,Female,Delhi,IA,52223,42.4297,-91.331,3-FEWER_THREE_PER_MONTH,{'CBS All Access': 1},,,,,,,,,,,,,,1.0,,,,,,,,
3978,58,lamar_nestor,Male,Clermont,KY,40110,37.9346,-85.6555,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3979,31,eloisa_mcmullin,Female,Vevay,IN,47043,38.7724,-85.0852,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
3980,25,carey_porter,Female,Revere,MA,02151,42.4138,-71.0052,1-DAILY,"{'amazon': 1, 'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
3981,24,fausto_garner,Male,Saratoga,AR,71859,33.7599,-93.8767,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
3982,28,noe_conaway,Male,Longwood,FL,32779,28.7168,-81.4126,1-DAILY,"{'hulu': 1, 'Crackle': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
3983,37,trena_yoon,Female,Merit,TX,75458,33.2427,-96.2916,1-DAILY,"{'Starz': 1, 'CBS All Access': 1}",,,,,,,,,,1.0,,,,1.0,,,,,,,,
3984,48,gayle_garrison,Female,Lejunior,KY,40849,36.8899,-83.1433,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3985,52,lucile_flood,Female,Hornersville,MO,63855,36.0627,-90.0816,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
3986,21,malik_daughtry,Male,Birmingham,AL,35295,33.5207,-86.8025,1-DAILY,"{'NBC': 1, 'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,
3987,44,linnie_moran,Female,Chapin,IA,50427,42.8349,-93.2226,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3988,31,hellen_carrington,Female,South Plains,TX,79258,34.2245,-101.3096,1-DAILY,"{'netflix': 1, 'Crackle': 1, 'Disney+': 1}",,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,
3989,62,beverley_wagner,Female,Downers Grove,IL,60515,41.8034,-88.0138,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
3990,70,luigi_apple,Male,Hornick,IA,51026,42.2897,-96.0796,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3991,37,kathi_bankston,Female,Lachine,MI,49753,45.0429,-83.7491,2-FEW_TIMES_WEEK,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
3992,58,anita_corcoran,Female,Omar,WV,25638,37.7557,-81.9996,3-FEWER_THREE_PER_MONTH,{'HBO MAX': 1},,,,,,,,,,,,,,,,,1.0,,,,,
3993,67,reginald_fitch,Male,Oconto Falls,WI,54154,44.8755,-88.1555,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3994,42,cora_upchurch,Female,Canton,MI,48187,42.332,-83.4695,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Showtime': 1, 'fuboTV': 1}",,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
3995,43,reed_ho,Male,Greensboro,NC,27401,36.0697,-79.7682,1-DAILY,"{'netflix': 1, 'Disney+': 1}",,,,,1.0,,,,,,,,,,,1.0,,,,,,
3996,68,elba_unger,Female,Lickingville,PA,16332,41.3789,-79.3715,2-FEW_TIMES_WEEK,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
3997,67,francine_tinsley,Female,Mobile,AL,36695,30.6474,-88.2292,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3998,55,andra_leal,Female,Omaha,NE,68145,41.2586,-95.9378,1-DAILY,"{'amazon': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
3999,27,nickolas_cordova,Male,Laings,OH,43752,39.7171,-81.01,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
4000,59,charley_schultz,Male,West Glover,VT,05875,44.7481,-72.1762,3-FEWER_THREE_PER_MONTH,"{'Crackle': 1, 'Disney+': 1}",,,,,,,,,,,,,1.0,,,1.0,,,,,,
4001,20,chadwick_beltran,Male,Sumerduck,VA,22742,38.4674,-77.7044,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4002,47,robert_metzger,Male,Staten Island,NY,10311,40.6052,-74.1795,1-DAILY,{'CBS All Access': 1},,,,,,,,,,,,,,1.0,,,,,,,,
4003,38,son_nolan,Male,West Long Branch,NJ,07764,40.2878,-74.0162,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
4004,66,zachery_taber,Male,Tipton,IN,46072,40.2817,-86.0433,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'Crackle': 1}",,,,,,,1.0,,,,,,1.0,,,,,,,,,
4005,41,ima_gresham,Female,Meridian,CA,95957,39.052,-121.8061,2-FEW_TIMES_WEEK,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
4006,46,morris_herrin,Male,Potter,KS,66077,,,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4007,59,oleta_harkins,Female,Stonewall,LA,71078,32.2848,-93.8003,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4008,65,carmelo_boland,Male,Millville,UT,84326,41.6759,-111.8185,1-DAILY,"{'hulu': 1, 'amazon': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
4009,78,foster_card,Male,Dundee,NY,14837,42.5053,-77.0028,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4010,34,myrtis_manning,Female,Redmon,IL,61949,39.6453,-87.8617,1-DAILY,"{'amazon': 1, 'netflix': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
4011,50,denver_pilcher,Male,Secondcreek,WV,24974,37.6654,-80.454,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4012,66,valentin_styles,Male,Fort Mohave,AZ,86427,35.0043,-114.5812,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
4013,78,winona_sell,Female,Hurley,WI,54534,46.4448,-90.1975,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
4014,46,marcelino_mclaughlin,Male,Oceanside,CA,92057,33.2407,-117.3025,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'hulu': 1}",1.0,,,,,,,,1.0,,,,,,,,,,,,,
4015,20,wilbur_grooms,Male,Whittier,AK,99693,60.7734,-148.6839,2-FEW_TIMES_WEEK,"{'Tubi': 1, 'hulu': 1}",1.0,,,,,,,,,,,,,,,,,,,,,1.0
4016,21,kelly_woodworth,Female,Elmer City,WA,99124,47.9979,-118.9545,1-DAILY,"{'Discovery+': 1, 'FX': 1, 'fuboTV': 1}",,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
4017,26,pat_venegas,Female,Kelly,LA,71441,31.9648,-92.1825,1-DAILY,"{'youtube': 1, 'netflix': 1, 'Starz': 1}",,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,
4018,44,dick_wheeler,Male,Albany,NY,12252,42.6526,-73.7562,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4019,29,goldie_baldridge,Female,Pinnacle,NC,27043,36.3339,-80.4391,1-DAILY,"{'hulu': 1, 'Peacock': 1}",1.0,,,,,,,,,,,,,,,,,,,,1.0,
4020,62,zachariah_bradford,Male,Sweetser,IN,46987,40.5647,-85.7656,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4021,25,jesse_fritz,Female,Bronx,NY,10459,40.8247,-73.89399999999998,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4022,50,roslyn_burkett,Female,Benedicta,ME,04733,45.8125,-68.4089,1-DAILY,{'HBO MAX': 1},,,,,,,,,,,,,,,,,1.0,,,,,
4023,64,leah_littleton,Female,Waucoma,IA,52171,43.0433,-92.0302,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4024,54,dalton_elmore,Male,Laie,HI,96762,21.6253,-157.941,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
4025,44,leonor_moorman,Female,Carlsbad,NM,88221,32.342,-104.2937,1-DAILY,{'Starz': 1},,,,,,,,,,1.0,,,,,,,,,,,,
4026,62,taylor_furr,Female,Spottsville,KY,42458,37.8399,-87.4247,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Apple TV+': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
4027,33,elizabeth_snyder,Female,Gouldsboro,ME,04607,44.4731,-68.0899,1-DAILY,"{'netflix': 1, 'youtube': 1, 'amazon': 1}",,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
4028,67,valentine_houghton,Male,Paris,AR,72855,35.2941,-93.7265,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'Starz': 1}",,,,,,,,,,1.0,,,,,,1.0,,,,,,
4029,21,audrey_rudd,Female,Weston,PA,18256,40.9448,-76.1452,1-DAILY,"{'hulu': 1, 'IMDb TV': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
4030,26,lilia_oreilly,Female,Natoma,KS,67651,39.2013,-98.9829,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
4031,43,virginia_davies,Female,Eleroy,IL,61027,42.332,-89.7612,2-FEW_TIMES_WEEK,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
4032,52,lindy_woo,Female,Pittsburgh,PA,15268,40.4344,-80.0248,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4033,76,kris_jasso,Female,Florahome,FL,32140,29.7581,-81.8622,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4034,57,gustavo_moriarty,Male,Wedron,IL,60557,41.4409,-88.7703,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Discovery+': 1}",,,,,1.0,,,,1.0,,,,,,,,,,,,,
4035,63,dominick_wetzel,Male,Millbury,MA,01527,42.1968,-71.7644,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4036,62,rocio_russo,Female,Rogers,NM,88132,33.9216,-103.1898,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Discovery+': 1, 'FX': 1}",,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
4037,42,lesley_troutman,Male,Sugar Land,TX,77479,29.5785,-95.6066,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Discovery+': 1}",,,,,1.0,,,,1.0,,,,,,,,,,,,,
4038,60,charlene_skipper,Female,Seattle,WA,98132,,,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4039,19,april_driver,Female,Tamms,IL,62988,37.2345,-89.2763,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4040,76,helene_vernon,Female,Gum Spring,VA,23065,37.7982,-77.9375,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'youtube': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
4041,78,geri_nation,Female,Kindred,ND,58051,46.6543,-97.0049,3-FEWER_THREE_PER_MONTH,"{'PlutoTV': 1, 'netflix': 1}",,,,,1.0,,,1.0,,,,,,,,,,,,,,
4043,32,bonnie_true,Female,Mokena,IL,60448,41.5342,-87.8911,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4044,50,guillermina_ziegler,Female,Tula,MS,38675,34.3582,-89.4839,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1, 'Disney+': 1}",1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,
4045,21,kareem_betts,Male,Moore,ID,83255,43.7296,-113.4544,1-DAILY,"{'netflix': 1, 'amazon': 1, 'CBS All Access': 1}",,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,
4046,63,dessie_xiong,Female,Breckenridge,MI,48615,43.3935,-84.5023,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4047,34,chris_razo,Male,Somis,CA,93066,34.2798,-119.0115,2-FEW_TIMES_WEEK,{'Disney+': 1},,,,,,,,,,,,,,,,1.0,,,,,,
4048,75,luther_pearson,Male,Enon,OH,45323,39.8663,-83.9385,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4049,29,allan_whitlow,Male,Pawhuska,OK,74056,36.6904,-96.3121,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4050,79,nannie_her,Female,Orange City,IA,51041,43.0185,-96.0565,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4052,66,august_stern,Male,Longstreet,LA,71050,32.0977,-93.9521,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4053,64,modesto_madigan,Male,Kendall,MI,49062,42.3618,-85.8141,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
4054,59,rochelle_girard,Female,Slick,OK,74071,35.7861,-96.2806,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
4055,21,edison_beeler,Male,Waynesville,NC,28785,35.533,-82.9719,1-DAILY,{'Apple TV+': 1},,,1.0,,,,,,,,,,,,,,,,,,,
4056,38,rocco_ingalls,Male,Loma Mar,CA,94021,37.2708,-122.2807,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4057,79,jarrett_carper,Male,Sarver,PA,16055,40.7143,-79.7424,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4058,40,fabian_humphreys,Male,Munford,TN,38058,35.459,-89.8197,1-DAILY,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
4060,68,glenn_ulrich,Male,Cloverdale,OH,45827,41.0379,-84.2938,1-DAILY,"{'netflix': 1, 'hulu': 1, 'Disney+': 1}",1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,
4061,55,raymon_sacco,Male,Spokane,WA,99228,47.6536,-117.4317,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
4062,55,salvatore_haskell,Male,Marietta,GA,30064,33.9343,-84.6076,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4063,61,hollis_chang,Male,Baton Rouge,LA,70835,30.5159,-91.0804,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4064,56,natividad_rawls,Female,Pinson,AL,35126,33.7299,-86.6451,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
4065,55,wilburn_rose,Male,Goshen,AR,72735,36.0876,-93.9666,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4066,69,grace_theriot,Female,New Cambria,KS,67470,38.896,-97.523,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'youtube': 1}",,1.0,,,,,,,1.0,,,,,,,,,,,,,
4068,26,guy_trammell,Male,Montezuma,GA,31063,32.3026,-84.0041,1-DAILY,"{'amazon': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
4069,40,wilhelmina_murray,Female,Chandler,AZ,85249,33.2414,-111.7745,2-FEW_TIMES_WEEK,"{'netflix': 1, 'CBS All Access': 1}",,,,,1.0,,,,,,,,,1.0,,,,,,,,
4070,58,penny_vela,Female,Bagdad,FL,32530,30.5986,-87.0315,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4072,68,aubrey_runyon,Male,New Haven,CT,06510,41.3087,-72.9271,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4073,71,foster_sexton,Male,Point Roberts,WA,98281,48.9879,-123.0555,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4074,24,lauri_doughty,Female,Dowell,MD,20629,38.3364,-76.4524,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4075,72,lakisha_clarke,Female,Tupman,CA,93276,35.2992,-119.3584,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4076,61,dulce_paradis,Female,Maynard,IA,50655,42.7752,-91.8908,2-FEW_TIMES_WEEK,"{'PlutoTV': 1, 'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
4077,22,jarvis_magee,Male,Coulterville,CA,95311,37.7197,-120.1197,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'amazon': 1, 'FX': 1, 'youtube': 1}",,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
4078,57,magdalena_pitts,Female,Wikieup,AZ,85360,34.7033,-113.6113,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4079,70,lucius_thorton,Male,Amissville,VA,20106,38.6842,-78.0168,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4080,79,lyman_haines,Male,Highland Lakes,NJ,07422,41.1826,-74.4564,3-FEWER_THREE_PER_MONTH,{'IMDb TV': 1},,,,,,,,,,,,,,,1.0,,,,,,,
4081,68,erma_lange,Female,Dunmor,KY,42339,37.084,-87.0079,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4082,22,oma_cordell,Female,Chemult,OR,97731,43.146,-121.7974,1-DAILY,"{'amazon': 1, 'Apple TV+': 1, 'youtube': 1}",,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
4083,22,glenn_hartmann,Male,San Diego,CA,92134,32.7242,-117.1466,1-DAILY,"{'Starz': 1, 'Disney+': 1}",,,,,,,,,,1.0,,,,,,1.0,,,,,,
4084,52,garry_casas,Male,Wilder,VT,05088,43.6735,-72.312,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
4085,31,mattie_kaminski,Female,Buckingham,IA,50612,42.2552,-92.4098,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Discovery+': 1}",,,,,,,1.0,,1.0,,,,,,,,,,,,,
4086,58,edwina_brody,Female,Mountain City,GA,30562,34.9181,-83.3854,2-FEW_TIMES_WEEK,{'Crackle': 1},,,,,,,,,,,,,1.0,,,,,,,,,
4087,76,yong_forman,Male,Oklahoma City,OK,73140,35.5185,-97.4275,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'amazon': 1}",,,,,,,1.0,,,,,,,,,,1.0,,,,,
4088,33,micah_luke,Male,Copiague,NY,11726,40.6778,-73.3963,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
4089,54,shawna_owens,Female,Orient,OH,43146,39.7954,-83.1543,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4090,23,rosita_pullen,Female,Hazelton,WV,26535,,,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4091,62,jaclyn_rider,Female,Springdale,AR,72766,36.1867,-94.1288,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Starz': 1}",,1.0,,,,,,,,1.0,,,,,,,,,,,,
4092,48,mariano_waldron,Male,U S A F Academy,CO,80841,39.0896,-103.8188,2-FEW_TIMES_WEEK,"{'Philo': 1, 'youtube': 1}",,1.0,,,,,,,,,,1.0,,,,,,,,,,
4093,65,dayna_greco,Female,Ash,NC,28420,34.0659,-78.5056,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4095,56,raphael_feliciano,Male,Rochelle Park,NJ,07662,40.9057,-74.079,3-FEWER_THREE_PER_MONTH,"{'Rent or Buy': 1, 'Starz': 1}",,,,,,,,,,1.0,,,,,,,,,1.0,,,
4096,54,lashonda_mccurdy,Female,Cincinnati,OH,45216,39.2003,-84.4859,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4097,30,gino_gruber,Male,Kooskia,ID,83539,46.11600000000001,-115.9459,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4098,21,allan_pittman,Male,Grand Valley,PA,16420,41.6963,-79.5473,2-FEW_TIMES_WEEK,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
4099,55,jackson_strong,Male,Washington,DC,20531,38.8938,-77.0218,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4100,22,evangeline_frizzell,Female,Pointblank,TX,77364,30.7593,-95.2295,1-DAILY,"{'youtube': 1, 'CBS All Access': 1}",,1.0,,,,,,,,,,,,1.0,,,,,,,,
4101,42,solomon_havens,Male,Cambridge,MA,02141,42.3687,-71.0836,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
4102,18,michal_mcdermott,Male,Draper,SD,57531,43.926,-100.5085,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4103,56,fredric_fishman,Male,Hazen,ND,58545,47.3271,-101.6107,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4104,67,angelica_fawcett,Female,Michigan,ND,58259,48.0204,-98.1186,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Apple TV+': 1, 'netflix': 1}",1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
4105,73,felton_wilbanks,Male,Havana,AR,72842,35.0832,-93.5955,2-FEW_TIMES_WEEK,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
4106,57,brenna_eddy,Female,Powells Point,NC,27966,36.1207,-75.8273,2-FEW_TIMES_WEEK,"{'hulu': 1, 'amazon': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
4107,44,brain_kowalski,Male,Gamaliel,KY,42140,36.654,-85.8134,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4108,29,tori_keyes,Female,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
4109,50,liza_mccloskey,Female,Gwynneville,IN,46144,39.6617,-85.6476,2-FEW_TIMES_WEEK,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
4110,71,tommie_reyes,Male,Moorhead,IA,51558,41.9186,-95.829,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4111,21,tyler_rendon,Male,Brooklandville,MD,21022,39.3979,-76.6717,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
4112,34,sadie_vitale,Female,Sugar City,ID,83448,43.8477,-111.6932,2-FEW_TIMES_WEEK,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
4113,50,kerri_holtz,Female,Scranton,PA,18577,41.4019,-75.6376,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4116,40,christin_darnell,Female,Elmo,MO,64445,40.5185,-95.1236,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4117,57,randolph_lyons,Male,Saint Martin,MN,56376,45.5019,-94.6689,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
4118,36,craig_milliken,Male,Walker,SD,57659,45.9103,-101.0904,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
4119,25,homer_dawson,Male,Cannelton,IN,47520,37.9495,-86.7156,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
4120,28,lois_dennison,Female,Sterling,NE,68443,40.4637,-96.3867,1-DAILY,"{'netflix': 1, 'fuboTV': 1}",,,,,1.0,1.0,,,,,,,,,,,,,,,,
4121,72,damaris_labbe,Female,Montegut,LA,70377,29.4744,-90.544,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
4122,47,delbert_webster,Male,College Grove,TN,37046,35.7832,-86.7495,2-FEW_TIMES_WEEK,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
4123,39,tyree_wooden,Male,Raleigh,NC,27676,35.7977,-78.6253,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'fuboTV': 1}",,,1.0,,,1.0,,,,,,,,,,,,,,,,
4124,75,dion_neeley,Male,Martindale,PA,17549,40.1545,-76.0876,2-FEW_TIMES_WEEK,{'Showtime': 1},,,,,,,,,,,1.0,,,,,,,,,,,
4125,65,krystle_johnston,Female,Young America,MN,55560,,,2-FEW_TIMES_WEEK,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
4127,39,lea_hargett,Female,Durant,MS,39063,33.0828,-89.8612,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
