row,age,username,first_name,last_name,gender,city,state,zip,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
5080,61,nannie_mcmullen,Nannie,Mcmullen,Female,San Antonio,TX,78261,1-DAILY,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
5082,46,taylor_kincaid,Taylor,Kincaid,Male,Fair Play,SC,29643,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5084,62,lane_lemon,Lane,Lemon,Male,Cotton Center,TX,79021,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5085,60,lenard_cleary,Lenard,Cleary,Male,Washington,DC,20527,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
5086,48,perla_lieberman,Perla,Lieberman,Female,Charleston,SC,29409,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5087,56,kurt_wallis,Kurt,Wallis,Male,Monterey,VA,24465,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'Peacock': 1}",,,,,,,,,,1.0,,,,,,,,,,,,1.0
5088,42,zachery_meyer,Zachery,Meyer,Male,Pickens,SC,29671,2-FEW_TIMES_WEEK,"{'CBS All Access': 1, 'IMDb TV': 1, 'Philo': 1}",,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,
5089,45,doyle_christ,Doyle,Christ,Male,Jamestown,NY,14701,2-FEW_TIMES_WEEK,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
5090,27,fermin_devito,Fermin,Devito,Male,Shreveport,LA,71106,1-DAILY,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
5091,61,benjamin_youngblood,Benjamin,Youngblood,Male,Ho Ho Kus,NJ,07423,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5092,24,lindsay_sellars,Lindsay,Sellars,Male,Haxtun,CO,80731,1-DAILY,"{'netflix': 1, 'Discovery+': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
5093,77,trista_hurd,Trista,Hurd,Female,Madison,WI,53717,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
5094,47,arthur_lorenzo,Arthur,Lorenzo,Male,Osborne,KS,67473,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'amazon': 1}",,1.0,,,,,,,,,,,,,,,1.0,,,,,
5095,60,cleveland_nunes,Cleveland,Nunes,Male,Raleigh,NC,27611,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5096,61,ike_aviles,Ike,Aviles,Male,Morgantown,KY,42261,2-FEW_TIMES_WEEK,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
5097,29,imogene_barrientos,Imogene,Barrientos,Female,Forest Hill,MD,21050,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5098,51,lois_golden,Lois,Golden,Female,Altamont,KS,67330,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5099,29,brady_walters,Brady,Walters,Male,Ontario,WI,54651,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5100,20,margarito_parham,Margarito,Parham,Male,Hillsboro,OH,45133,2-FEW_TIMES_WEEK,"{'Tubi': 1, 'Disney+': 1}",,,,,,,,,,,,,,,,,1.0,,,1.0,,
5101,33,tracy_ritchey,Tracy,Ritchey,Male,Elmhurst,NY,11380,2-FEW_TIMES_WEEK,"{'youtube': 1, 'PlutoTV': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,
5103,26,ellie_sosa,Ellie,Sosa,Female,May City,IA,51349,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1, 'fuboTV': 1}",,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
5104,46,luciano_yamamoto,Luciano,Yamamoto,Male,Chattanooga,TN,37404,3-FEWER_THREE_PER_MONTH,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
5105,63,frances_grimm,Frances,Grimm,Female,Lloyd,KY,41156,3-FEWER_THREE_PER_MONTH,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
5106,36,glenna_fortner,Glenna,Fortner,Female,Stratton,OH,43961,2-FEW_TIMES_WEEK,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
5107,63,clementine_okeefe,Clementine,Okeefe,Female,Axis,AL,36505,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5108,26,delmar_cox,Delmar,Cox,Male,Cocolamus,PA,17014,1-DAILY,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
5109,38,allison_mccarter,Allison,Mccarter,Female,Theresa,NY,13691,1-DAILY,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
5110,70,david_morrissey,David,Morrissey,Female,Cotton Plant,AR,72036,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
5111,42,angelica_souza,Angelica,Souza,Female,Kite,GA,31049,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5112,58,grover_travers,Grover,Travers,Male,Center Cross,VA,22437,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
5113,78,galen_scarborough,Galen,Scarborough,Male,Baltimore,MD,21203,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
5114,42,bryan_farnsworth,Bryan,Farnsworth,Male,Santa Barbara,CA,93140,2-FEW_TIMES_WEEK,"{'Philo': 1, 'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
5116,57,mitch_cerda,Mitch,Cerda,Male,Jacksonville,GA,31544,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5117,48,renate_slocum,Renate,Slocum,Female,Fairbanks,AK,99790,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
5118,53,katheryn_evers,Katheryn,Evers,Female,Dallas,TX,75346,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
5119,37,markus_forte,Markus,Forte,Male,Baring,WA,98224,1-DAILY,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
5120,27,jaqueline_kauffman,Jaqueline,Kauffman,Female,Youngstown,OH,44507,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5121,19,warner_anglin,Warner,Anglin,Male,Pinsonfork,KY,41555,1-DAILY,"{'netflix': 1, 'youtube': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
5122,72,lane_delatorre,Lane,Delatorre,Male,Honolulu,HI,96818,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5123,25,marcelle_giles,Marcelle,Giles,Female,Hillsboro,OR,97123,2-FEW_TIMES_WEEK,"{'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
5124,37,kristine_whitman,Kristine,Whitman,Female,Caldwell,ID,83605,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5125,19,noel_joyce,Noel,Joyce,Female,Humble,TX,77346,2-FEW_TIMES_WEEK,"{'amazon': 1, 'hulu': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
5126,57,olivia_thornton,Olivia,Thornton,Female,New Augusta,MS,39462,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
5127,18,bonita_bradford,Bonita,Bradford,Female,Clearwater,FL,33761,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5128,24,jan_ocasio,Jan,Ocasio,Female,Huntley,MN,56047,3-FEWER_THREE_PER_MONTH,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
5129,36,tad_carper,Tad,Carper,Male,Conroe,TX,77306,3-FEWER_THREE_PER_MONTH,"{'Showtime': 1, 'Apple TV+': 1, 'youtube': 1}",,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
5130,48,isabel_beatty,Isabel,Beatty,Female,West Point,KY,40177,3-FEWER_THREE_PER_MONTH,"{'HBO MAX': 1, 'Disney+': 1}",,,,,,,,,,,,,,,1.0,,1.0,,,,,
5131,26,lenard_araujo,Lenard,Araujo,Male,Mount Hope,KS,67108,1-DAILY,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
5132,75,marcie_walls,Marcie,Walls,Female,Stafford,NY,14143,3-FEWER_THREE_PER_MONTH,"{'PlutoTV': 1, 'amazon': 1}",,1.0,,,,,,,,,,,,1.0,,,,,,,,
5133,39,zella_ginn,Zella,Ginn,Female,Bee,VA,24217,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5134,58,samantha_nunes,Samantha,Nunes,Female,Silver Spring,MD,20908,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5135,46,sally_curley,Sally,Curley,Female,Afton,TN,37616,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5136,55,louisa_gilbert,Louisa,Gilbert,Female,Delaplaine,AR,72425,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5139,25,india_bandy,India,Bandy,Female,Cleveland,OH,44126,1-DAILY,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
5140,49,stephen_clemmons,Stephen,Clemmons,Male,Mosquero,NM,87733,3-FEWER_THREE_PER_MONTH,"{'Peacock': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,,,,1.0
5141,52,bret_loy,Bret,Loy,Male,Montgomeryville,PA,18936,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5142,66,leandro_bankston,Leandro,Bankston,Male,Plymouth Meeting,PA,19462,3-FEWER_THREE_PER_MONTH,"{'Showtime': 1, 'Starz': 1}",,,1.0,,,,,,,,,,,,,1.0,,,,,,
5143,68,jewell_hightower,Jewell,Hightower,Female,Muldoon,TX,78949,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5144,34,chiquita_jacob,Chiquita,Jacob,Female,Whitney,PA,15693,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
5145,55,jorge_stone,Jorge,Stone,Male,Osterville,MA,02655,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
5146,39,roseann_hopper,Roseann,Hopper,Female,Red Ash,VA,24640,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5147,25,bruce_hamel,Bruce,Hamel,Male,Whitewood,VA,24657,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5148,64,willie_bourne,Willie,Bourne,Female,Fort Wayne,IN,46845,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5149,77,karin_moorman,Karin,Moorman,Female,Jenison,MI,49429,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5151,71,joesph_berrios,Joesph,Berrios,Male,Farmville,NC,27828,2-FEW_TIMES_WEEK,"{'netflix': 1, 'IMDb TV': 1}",1.0,,,,,,,,,,,,,,,,,1.0,,,,
5152,42,tera_nicholson,Tera,Nicholson,Female,Elmira,MI,49730,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5153,54,micheal_ramey,Micheal,Ramey,Male,Hankamer,TX,77560,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
5155,67,emilie_felder,Emilie,Felder,Female,Houston,TX,77090,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5156,48,rosalind_blount,Rosalind,Blount,Female,West Falls,NY,14170,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
5157,36,leota_mchugh,Leota,Mchugh,Female,Andrews,NC,28901,1-DAILY,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
5158,62,vincenzo_lorenzo,Vincenzo,Lorenzo,Male,Dallas,TX,75395,3-FEWER_THREE_PER_MONTH,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
5159,60,jenny_kemp,Jenny,Kemp,Female,Overton,TX,75684,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'youtube': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
5160,31,tisha_worsham,Tisha,Worsham,Female,Merepoint,ME,04053,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5161,63,rudy_scroggins,Rudy,Scroggins,Male,Baton Rouge,LA,70833,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
5162,75,romona_hunt,Romona,Hunt,Female,Belvidere,TN,37306,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5163,53,terrance_levi,Terrance,Levi,Male,Detroit,MI,48216,1-DAILY,"{'Starz': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
5164,63,eduardo_gerard,Eduardo,Gerard,Male,Maple Hill,NC,28454,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5165,46,iola_bolen,Iola,Bolen,Female,Fairmount,GA,30139,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5166,53,jeremiah_thayer,Jeremiah,Thayer,Male,Alexandria,LA,71301,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5167,51,lane_shinn,Lane,Shinn,Male,Oak Park,IL,60303,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Philo': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
5168,53,kristina_christie,Kristina,Christie,Female,Farson,WY,82932,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5169,27,kris_caskey,Kris,Caskey,Male,San Luis Rey,CA,92068,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
5170,53,weldon_nagy,Weldon,Nagy,Male,White Bird,ID,83554,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5171,27,stanley_lemay,Stanley,Lemay,Male,Brewster,NE,68821,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Tubi': 1, 'Peacock': 1}",1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0
5172,28,louella_fender,Louella,Fender,Female,Satin,TX,76685,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5173,54,trista_seibert,Trista,Seibert,Female,Little Genesee,NY,14754,1-DAILY,"{'Disney+': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,,,1.0,,,,,
5174,45,gino_vance,Gino,Vance,Male,Santa Fe,NM,87504,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
5175,29,ron_mclean,Ron,Mclean,Male,Lawrence,MI,49064,3-FEWER_THREE_PER_MONTH,"{'Starz': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
5176,24,cary_dill,Cary,Dill,Female,Bath,PA,18014,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5178,40,burl_cade,Burl,Cade,Male,West Farmington,ME,04992,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
5179,19,ariana_webber,Ariana,Webber,Female,Columbus,KS,66725,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5180,35,kylie_archer,Kylie,Archer,Female,Syracuse,NY,13225,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5181,77,tuan_rea,Tuan,Rea,Male,Leola,SD,57456,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5182,63,retha_colbert,Retha,Colbert,Female,Passaic,MO,64777,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5183,36,garret_begley,Garret,Begley,Male,Molt,MT,59057,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5184,19,gino_callaway,Gino,Callaway,Male,Eden,MD,21822,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5186,25,joann_holliman,Joann,Holliman,Female,Roslyn,WA,98941,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5187,78,lashawn_aldrich,Lashawn,Aldrich,Female,Georgetown,MS,39078,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
5188,26,winford_biggs,Winford,Biggs,Male,Medford,MA,02153,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Philo': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
5189,37,lura_mcguire,Lura,Mcguire,Female,Idaville,PA,17337,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'PlutoTV': 1}",1.0,,,,,,,,,,,,,1.0,,,,,,,,
5190,70,ariana_chambers,Ariana,Chambers,Female,Elgin,NE,68636,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5191,48,harrison_lyles,Harrison,Lyles,Male,Greenville,SC,29612,3-FEWER_THREE_PER_MONTH,{'Crackle': 1},,,,,,1.0,,,,,,,,,,,,,,,,
5193,19,philomena_beall,Philomena,Beall,Female,Lelia Lake,TX,79240,1-DAILY,"{'Starz': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
5195,50,mathew_hunter,Mathew,Hunter,Male,Camp Grove,IL,61424,1-DAILY,"{'amazon': 1, 'Showtime': 1}",,1.0,1.0,,,,,,,,,,,,,,,,,,,
5197,44,maximo_null,Maximo,Null,Male,Minersville,PA,17954,1-DAILY,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
5198,75,una_waters,Una,Waters,Female,Walls,MS,38680,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5199,33,lauren_melvin,Lauren,Melvin,Male,Stratton,NE,69043,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5200,66,easter_hodgson,Easter,Hodgson,Female,Cocoa,FL,32923,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5201,47,josefina_bussey,Josefina,Bussey,Female,Marion,MA,02738,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5202,78,milan_gandy,Milan,Gandy,Male,Ada,MI,49356,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Starz': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
5203,74,floy_silvia,Floy,Silvia,Female,Louisville,KY,40211,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'youtube': 1, 'netflix': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
5204,40,scottie_toledo,Scottie,Toledo,Male,South Range,MI,49963,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5205,39,lottie_castle,Lottie,Castle,Female,Tipton,CA,93272,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5206,73,darwin_looney,Darwin,Looney,Male,Juda,WI,53550,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5207,69,dortha_will,Dortha,Will,Female,Centerville,KS,66014,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
5208,24,michel_harmon,Michel,Harmon,Male,Sumrall,MS,39482,1-DAILY,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
5209,79,cassie_pelletier,Cassie,Pelletier,Female,Westwego,LA,70096,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
5210,52,gilda_norris,Gilda,Norris,Female,North Andover,MA,01845,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
5211,77,solomon_trudeau,Solomon,Trudeau,Male,Klamath River,CA,96050,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5212,46,ruthie_carbone,Ruthie,Carbone,Female,Mazon,IL,60444,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5213,57,jimmie_barron,Jimmie,Barron,Male,Orlando,FL,32827,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
5214,51,joan_holden,Joan,Holden,Female,Dublin,PA,18917,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
5215,20,gerry_pellegrino,Gerry,Pellegrino,Female,Albany,NY,12204,1-DAILY,"{'hulu': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
5216,42,man_tibbs,Man,Tibbs,Male,Palatine,IL,60074,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5218,33,gerri_agee,Gerri,Agee,Female,Mathis,TX,78368,2-FEW_TIMES_WEEK,"{'Peacock': 1, 'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0
5219,59,dixie_roldan,Dixie,Roldan,Female,Grand Gorge,NY,12434,2-FEW_TIMES_WEEK,"{'Starz': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
5220,22,margery_archer,Margery,Archer,Female,Omaha,NE,68175,2-FEW_TIMES_WEEK,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
5222,33,danilo_larry,Danilo,Larry,Male,San Jose,CA,95101,2-FEW_TIMES_WEEK,"{'Philo': 1, 'NBC': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,
5223,68,ruben_north,Ruben,North,Male,Maumelle,AR,72113,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5224,76,jorge_mcvay,Jorge,Mcvay,Male,Vale,OR,97918,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Crackle': 1}",,,,1.0,,1.0,,,,,,,,,,,,,,,,
5225,27,dario_guzman,Dario,Guzman,Male,Roanoke,VA,24013,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Tubi': 1}",,,,,,,,,,,1.0,,,,,,,,,1.0,,
5226,20,lois_holly,Lois,Holly,Female,Whittier,CA,90604,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5227,33,lavern_leal,Lavern,Leal,Female,Memphis,TN,38194,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
5228,70,tanya_brogan,Tanya,Brogan,Female,Waynesville,NC,28785,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
5229,20,zella_ontiveros,Zella,Ontiveros,Female,Gas City,IN,46933,1-DAILY,"{'Philo': 1, 'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,
5230,43,robt_spurgeon,Robt,Spurgeon,Male,Redding,CA,96099,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
5231,41,andria_lance,Andria,Lance,Female,Hartford,CT,06152,2-FEW_TIMES_WEEK,"{'Starz': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,1.0,,,,,,
5232,19,gaston_oliphant,Gaston,Oliphant,Male,Nampa,ID,83653,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'Tubi': 1, 'hulu': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,
5233,61,sabrina_shirley,Sabrina,Shirley,Female,Tripoli,IA,50676,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
5234,27,maxwell_steiner,Maxwell,Steiner,Male,Villa Park,IL,60181,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Tubi': 1}",,,,,,,,,,,1.0,,,,,,,,,1.0,,
5235,44,doyle_thibodeau,Doyle,Thibodeau,Male,Marion Junction,AL,36759,2-FEW_TIMES_WEEK,"{'Philo': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
5236,78,santos_boykin,Santos,Boykin,Male,Seattle,WA,98124,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
5237,39,renata_gaddy,Renata,Gaddy,Female,Ragan,NE,68969,2-FEW_TIMES_WEEK,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
5238,51,alyson_link,Alyson,Link,Female,Dallas,TX,75238,1-DAILY,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
5239,76,dessie_martel,Dessie,Martel,Female,Geneva,FL,32732,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Philo': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
5240,75,maryellen_chaves,Maryellen,Chaves,Female,Alvin,IL,61811,1-DAILY,"{'Disney+': 1, 'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,
